government,official_name,name,addr:postcode,addr:city,addr:place,addr:street,addr:housenumber,phone,fax,email,website
tax,Urząd Skarbowy Kraków - Stare Miasto,Urząd Skarbowy Kraków - Stare Miasto,31-001,Kraków,,Grodzka,65,+48 12 293 81 00,+48 12 293 82 66,us.krakow.stare-miasto@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-stare-miasto
tax,Urząd Skarbowy Kraków - Śródmieście,Urząd Skarbowy Kraków - Śródmieście,31-272,Kraków,,Krowoderskich Zuchów,2,+48 12 665 62 00,+48 12 634 34 24,us.krakow.srodmiescie@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-srodmiescie
tax,Urząd Skarbowy w Limanowej,Urząd Skarbowy,34-600,Limanowa,,Matki Boskiej Bolesnej,9,+48 18 337 93 00,+48 18 337 93 08,us.limanowa@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-limanowej
tax,Urząd Skarbowy w Miechowie,Urząd Skarbowy,32-200,Miechów,,Stanisławy Daneckiej,1,+48 41 382 23 00,+48 41 382 23 41,us.miechów@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-miechowie
tax,Urząd Skarbowy w Myślenicach,Urząd Skarbowy,32-400,Myślenice,,Hipolita Cegielskiego,2,+48 12 274 24 20,,us.myslenice@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-myslenicach
tax,Urząd Skarbowy w Nowym Sączu,Urząd Skarbowy,33-300,Nowy Sącz,,Władysława Barbackiego,10,+48 18 547 38 08,+48 18 547 38 01,us.nowy-sacz@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-nowym-saczu
tax,Urząd Skarbowy w Nowym Targu,Urząd Skarbowy,34-400,Nowy Targ,,Parkowa,13,+48 18 263 04 00,+48 18 266 29 33,us.nowy-targ@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-nowym-targu
tax,Urząd Skarbowy w Olkuszu,Urząd Skarbowy,32-300,Olkusz,,Budowlanych,2,+48 32 645 02 20,+48 32 641 38 14,us.olkusz@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-olkuszu
tax,Urząd Skarbowy w Oświęcimiu,Urząd Skarbowy,32-600,Oświęcim,,Plebańska,2,+48 33 846 64 40,+48 33 846 64 41,us.oswiecim@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-oswiecimiu
tax,Urząd Skarbowy w Proszowicach,Urząd Skarbowy,32-100,Proszowice,,Mikołaja Reja,1,+48 12 350 71 02,,us.proszowice@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-proszowicach
tax,Urząd Skarbowy w Suchej Beskidzkiej,Urząd Skarbowy,34-200,Sucha Beskidzka,,Adama Mickiewicza,36,+48 33 874 45 01,+48 33 874 35 29,us.sucha-beskidzka@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-suchej-beskidzkiej
tax,Pierwszy Urząd Skarbowy w Tarnowie,Pierwszy Urząd Skarbowy,33-100,Tarnów,,Lwowska,72-96A,+48 14 630 23 00,+48 14 630 23 10,1us.tarnow@mf.gov.pl,www.malopolskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-tarnowie
tax,Drugi Urząd Skarbowy w Tarnowie,Drugi Urząd Skarbowy,33-100,Tarnów,,Al.Solidarności,5-9B,+48 14 632 82 00,+48 14 632 82 22,2us.tarnow@mf.gov.pl,www.malopolskie.kas.gov.pl/drugi-urzad-skarbowy-w-tarnowie
tax,Urząd Skarbowy w Wadowicach,Urząd Skarbowy,34-100,Wadowice,,Legionów,22,+48 33 872 39 00,+48 33 873 26 10,us.wadowice@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-wadowicach
tax,Urząd Skarbowy w Wieliczce,Urząd Skarbowy,32-020,Wieliczka,,Zamkowa,2,+48 12 279 85 00,+48 12 279 86 66,us.wieliczka@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-wieliczce
tax,Urząd Skarbowy w Zakopanem,Urząd Skarbowy,34-500,Zakopane,,Szymony,14,+48 18 202 15 00,+48 18 202 15 83,us.zakopane@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-zakopanem
tax,Drugi Urząd Skarbowy Kraków,Drugi Urząd Skarbowy Kraków,31-272,Kraków,,Krowoderskich Zuchów,2,+48 12 665 63 00,+48 12 631 54 50,2us.krakow@mf.gov.pl,www.malopolskie.kas.gov.pl/drugi-urzad-skarbowy-krakow
tax,Małopolski Urząd Skarbowy w Krakowie,Małopolski Urząd Skarbowy,31-621,Kraków,,os. Bohaterów Września,80,+48 12 681 70 00,+48 12 647 70 56,malopolski.us@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-skarbowy-w-krakowie
customs,Małopolski Urząd Celno-Skarbowy w Krakowie,Małopolski Urząd Celno-Skarbowy,31-223,Kraków,,Pachońskiego,3A,+48 12 350 76 00,+48 12 350 75 25,malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
tax,Delegatura UCS w Krakowie,Delegatura UCS,30-741,Kraków,,Nad Drwiną,16,+48 12 627 60 00,+48 12 627 60 57,malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny II w Krakowie,Oddział Celny II,30-741,Kraków,,Nad Drwiną,16,,,oc.krakow.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny Port Lotniczy Kraków-Balice,Oddział Celny Port Lotniczy Kraków-Balice,32-083,Balice,,kpt.Medweckiego,1,+48 12 639 32 36,+48 12 285 50 52,oc.balice.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny w Chyżnem,Oddział Celny,34-481,Chyżne,,Chyżne,297,,+48 18 266 28 35,oc.chyzne.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny w Andrychowie,Oddział Celny,34-120,Andrychów,,Przemysłowa,8,,+48 33 875 27 23,oc.andrychow.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
tax,Delegatura UCS w Nowym Sączu,Delegatura UCS,33-300,Nowy Sącz,,Józefa Piłsudskiego,50,+48 18 449 53 00,+48 18 449 53 17,delegatura.nowy-sacz.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny w Nowym Sączu,Oddział Celny,33-300,Nowy Sącz,,Józefa Piłsudskiego,50,+48 18 449 53 32,+48 18 449 53 36,oc.nowy-sacz.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
customs,Oddział Celny w Tarnowie,Oddział Celny,33-100,Tarnów,,Przemysłowa,27,+48 14 629 80 85,,oc.tarnow.malopolskie.ucs@mf.gov.pl,www.malopolskie.kas.gov.pl/malopolski-urzad-celno-skarbowy-w-krakowie
tax,Izba Administracji Skarbowej w Warszawie,Izba Administracji Skarbowej,01-513,Warszawa,,Alojzego Felińskiego,2B,+48 22 561 80 01,,ias.warszawa@mf.gov.pl,www.mazowieckie.kas.gov.pl
tax,Urząd Skarbowy w Białobrzegach,Urząd Skarbowy,26-800,Białobrzegi,,Władysława Stanisława Reymonta,46,,,us.bialobrzegi@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-bialobrzegach
tax,Urząd Skarbowy w Ciechanowie,Urząd Skarbowy,06-400,Ciechanów,,Warszawska,58,+48 23 674 19 00,+48 23 674 19 03,us.ciechanow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-ciechanowie
tax,Urząd Skarbowy w Garwolinie,Urząd Skarbowy,08-400,Garwolin,,Senatorska,30,,+48 25 682 38 28,us.garwolin@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-garwolinie
tax,Urząd Skarbowy w Gostyninie,Urząd Skarbowy,09-500,Gostynin,,Płocka,10,+48 24 235 89 74,+48 24 235 69 51,us.gostynin@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-gostyninie
tax,Urząd Skarbowy w Grodzisku Mazowieckim,Urząd Skarbowy,05-825,Grodzisk Mazowiecki,,Daleka,22,+48 22 356 75 90,+48 22 356 75 03,us.grodzisk-mazowiecki@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-grodzisku-mazowieckim
tax,Urząd Skarbowy w Grójcu,Urząd Skarbowy,05-600,Grójec,,Ks. Piotra Skargi,35,,,us.grojec@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-grojcu
tax,Urząd Skarbowy w Kozienicach,Urząd Skarbowy,26-900,Kozienice,,Parkowa,5,,,us.kozienice@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-kozienicach
tax,Urząd Skarbowy w Legionowie,Urząd Skarbowy,05-120,Legionowo,,Marszałka Józefa Piłsudskiego,43C,+48 22 768 66 00,+48 22 768 66 66,us.legionowo@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-legionowie
tax,Urząd Skarbowy w Łosicach,Urząd Skarbowy,08-200,Łosice,,11 Listopada,1,+48 83 359 00 32,+48 83 357 34 41,us.losice@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-losicach
tax,Urząd Skarbowy w Makowie Mazowieckim,Urząd Skarbowy,06-200,Maków Mazowiecki,,Kopernika,6C,+48 29 765 07 00,+48 29 717 49 74,us.makow-mazowiecki@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-makowie-mazowieckim
tax,Urząd Skarbowy w Mińsku Mazowieckim,Urząd Skarbowy,05-300,Mińsk Mazowiecki,,Szczecińska,2,+48 25 759 51 00,+48 25 758 30 71,us.minsk-mazowiecki@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-minsku-mazowieckim
tax,Urząd Skarbowy w Mławie,Urząd Skarbowy,06-500,Mława,,Gabriela Narutowicza,19/7,+48 23 654 34 98,+48 23 655 14 38,us.mlawa@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-mlawie
tax,Urząd Skarbowy w Nowym Dworze Mazowieckim,Urząd Skarbowy,05-100,Nowy Dwór Mazowiecki,,Legionów,7,+48 22 765 90 40,+48 22 765 90 99,us.nowydwor-mazowiecki@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-nowym-dworze-mazowieckim
tax,Urząd Skarbowy w Ostrołęce,Urząd Skarbowy,07-410,Ostrołęka,,Przechodnia,6,+48 29 746 41 00,+48 29 746 41 03,us.ostroleka@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-ostrolece
tax,Urząd Skarbowy w Ostrowi Mazowieckiej,Urząd Skarbowy,07-300,Ostrów Mazowiecka,,Stanisława Duboisa,1,,+48 29 645 20 01,us.ostrow-mazowiecka@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-ostrowi-mazowieckiej
tax,Urząd Skarbowy w Otwocku,Urząd Skarbowy,05-400,Otwock,,Jana Matejki,4,+48 22 778 23 01,+48 22 778 23 08,us.otwock@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-otwocku
tax,Urząd Skarbowy w Piasecznie,Urząd Skarbowy,05-500,Piaseczno,,Energetyczna,5,+48 22 726 67 00,+48 22 726 68 54,us.piaseczno@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-piasecznie
tax,Urząd Skarbowy w Płocku,Urząd Skarbowy,09-402,Płock,,1 Maja,10,+48 24 361 65 00,+48 24 361 65 45,us.plock@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-plocku
tax,Urząd Skarbowy w Płońsku,Urząd Skarbowy,09-100,Płońsk,,Spółdzielcza,2,+48 23 662 04 00,+48 23 662 93 00,us.plonsk@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-plonsku
tax,Urząd Skarbowy w Pruszkowie,Urząd Skarbowy,05-800,Pruszków,,Stanisława Staszica,1,,,us.pruszkow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-pruszkowie
tax,Urząd Skarbowy w Przasnyszu,Urząd Skarbowy,06-300,Przasnysz,,Świerkowa,3,+48 29 752 26 62,,us.przasnysz@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-przasnyszu
tax,Urząd Skarbowy w Pułtusku,Urząd Skarbowy,06-100,Pułtusk,,Żwirki i Wigury,7,,+48 23 692 13 34,us.pultusk@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-pultusku
tax,Pierwszy Urząd Skarbowy w Radomiu,Pierwszy Urząd Skarbowy,26-615,Radom,,Stanisława Zbrowskiego,106,,,1us.radom@mf.gov.pl,www.mazowieckie.kas.gov.pl/pierwszy-urzad-skarbowy-w-radomiu
tax,Drugi Urząd Skarbowy w Radomiu,Drugi Urząd Skarbowy,26-600,Radom,,Toruńska,3,,,2us.radom@mf.gov.pl,www.mazowieckie.kas.gov.pl/drugi-urzad-skarbowy-w-radomiu
tax,Urząd Skarbowy w Siedlcach,Urząd Skarbowy,08-110,Siedlce,,Bp. Ignacego Świrskiego,45,,+48 25 633 15 25,us.siedlce@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-siedlcach
tax,Urząd Skarbowy w Sierpcu,Urząd Skarbowy,09-200,Sierpc,,Piastowska,48,+48 24 275 21 08,+48 24 275 38 77,us.sierpc@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-sierpcu
tax,Urząd Skarbowy w Sochaczewie,Urząd Skarbowy,96-500,Sochaczew,,Władysława Grabskiego,4,,+48 46 862 26 03,us.sochaczew@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-sochaczewie
tax,Urząd Skarbowy w Sokołowie Podlaskim,Urząd Skarbowy,08-300,Sokołów Podlaski,,Węgrowska,5,,,us.sokolow-podlaski@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-sokolowie-podlaskim
tax,Urząd Skarbowy w Szydłowcu,Urząd Skarbowy,26-500,Szydłowiec,,Widok,6,,,us.szydlowiec@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-szydlowcu
tax,Urząd Skarbowy Warszawa - Bemowo,Urząd Skarbowy Warszawa - Bemowo,02-325,Warszawa,,Białobrzeska,53A,+48 22 570 88 00,+48 22 570 88 60,us.warszawa.bemowo@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-bemowo
tax,Urząd Skarbowy Warszawa - Bielany,Urząd Skarbowy Warszawa - Bielany,01-844,Warszawa,,Skalbmierska,5,+48 22 569 32 00,+48 22 569 33 75,us.warszawa.bielany@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-bielany
tax,Urząd Skarbowy Warszawa - Mokotów,Urząd Skarbowy Warszawa - Mokotów,02-676,Warszawa,,Postępu,16A,,+48 22 502 02 18,us.warszawa.mokotow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-mokotow
tax,Urząd Skarbowy Warszawa - Praga,Urząd Skarbowy Warszawa - Praga,03-719,Warszawa,,Jagiellońska,15,,+48 22 509 19 90,us.warszawa.praga@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-praga
tax,Pierwszy Urząd Skarbowy Warszawa - Śródmieście,Pierwszy Urząd Skarbowy Warszawa - Śródmieście,02-013,Warszawa,,Williama Lindleya,14,,,1us.warszawa.srodmiescie@mf.gov.pl,www.mazowieckie.kas.gov.pl/pierwszy-urzad-skarbowy-warszawa-srodmiescie
tax,Drugi Urząd Skarbowy Warszawa - Śródmieście,Drugi Urząd Skarbowy Warszawa - Śródmieście,03-719,Warszawa,,Jagiellońska,15,+48 22 511 35 01,+48 22 511 35 02,2us.warszawa.srodmiescie@mf.gov.pl,www.mazowieckie.kas.gov.pl/drugi-urzad-skarbowy-warszawa-srodmiescie
tax,Urząd Skarbowy Warszawa - Targówek,Urząd Skarbowy Warszawa - Targówek,03-484,Warszawa,,Dąbrowszczaków,14,+48 22 511 76 00,+48 22 619 11 04,us.warszawa.targowek@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-targowek
tax,Urząd Skarbowy Warszawa - Ursynów,Urząd Skarbowy Warszawa - Ursynów,02-677,Warszawa,,Wynalazek,3,,,us.warszawa.ursynow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-ursynow
tax,Urząd Skarbowy Warszawa - Wawer,Urząd Skarbowy Warszawa - Wawer,04-379,Warszawa,,Ludwika Mycielskiego,21,+48 22 509 41 00,+48 22 870 57 19,us.warszawa.wawer@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-wawer
tax,Urząd Skarbowy Warszawa - Wola,Urząd Skarbowy Warszawa - Wola,01-381,Warszawa,,Powstańców Śląskich,2D,+48 22 533 66 00,+48 22 533 66 15,us.warszawa.wola@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-warszawa-wola
tax,Urząd Skarbowy w Węgrowie,Urząd Skarbowy,07-100,Węgrów,,Obrębowa,17,+48 25 785 96 00,,us.wegrow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-wegrowie
tax,Urząd Skarbowy w Wołominie,Urząd Skarbowy,05-200,Wołomin,,Przejazd,2,,,us.wolomin@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-wolominie
tax,Urząd Skarbowy w Wyszkowie,Urząd Skarbowy,07-200,Wyszków,,Gen. Józefa Sowińskiego,82,+48 29 743 02 41,+48 29 742 34 22,us.wyszkow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-wyszkowie
tax,Urząd Skarbowy w Zwoleniu,Urząd Skarbowy,26-700,Zwoleń,,Wojska Polskiego,39,,,us.zwolen@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-zwoleniu
tax,Urząd Skarbowy w Żurominie,Urząd Skarbowy,09-300,Żuromin,,Plac Józefa Piłsudskiego,4,,,us.zuromin@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-zurominie
tax,Urząd Skarbowy w Żyrardowie,Urząd Skarbowy,96-300,Żyrardów,,1 Maja,49A,,,us.zyrardow@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-zyrardowie
tax,Urząd Skarbowy w Lipsku,Urząd Skarbowy,27-300,Lipsko,,Solecka,88,,,us.lipsko@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-lipsku
tax,Urząd Skarbowy w Przysusze,Urząd Skarbowy,26-400,Przysucha,,Szkolna,7,,,us.przysucha@mf.gov.pl,www.mazowieckie.kas.gov.pl/urzad-skarbowy-w-przysusze
tax,Trzeci Urząd Skarbowy Warszawa - Śródmieście,Trzeci Urząd Skarbowy Warszawa - Śródmieście,02-013,Warszawa,,Williama Lindleya,14,+48 22 584 51 00,+48 22 584 53 12,3us.warszawa.srodmiescie@mf.gov.pl,www.mazowieckie.kas.gov.pl/trzeci-urzad-skarbowy-warszawa-srodmiescie
tax,Pierwszy Mazowiecki Urząd Skarbowy w Warszawie,Pierwszy Mazowiecki Urząd Skarbowy,01-513,Warszawa,,Alojzego Felińskiego,2A,,+48 22 568 93 01,1mazowiecki.us@mf.gov.pl,www.mazowieckie.kas.gov.pl/pierwszy-mazowiecki-urzad-skarbowy-w-warszawie
tax,Drugi Mazowiecki Urząd Skarbowy w Warszawie,Drugi Mazowiecki Urząd Skarbowy,00-193,Warszawa,,Stawki,2,,+48 22 860 71 05,2mazowiecki.us@mf.gov.pl,www.mazowieckie.kas.gov.pl/drugi-mazowiecki-urzad-skarbowy-w-warszawie
tax,Trzeci Mazowiecki Urząd Skarbowy w Radomiu,Trzeci Mazowiecki Urząd Skarbowy,26-610,Radom,,Andrzeja Struga,26/28,,,3mazowiecki.us@mf.gov.pl,www.mazowieckie.kas.gov.pl/trzeci-mazowiecki-urzad-skarbowy-w-radomiu
customs,Mazowiecki Urząd Celno-Skarbowy w Warszawie,Mazowiecki Urząd Celno-Skarbowy,03-301,Warszawa,,Jagiellońska,55B,+48 22 670 60 00,+48 22 670 60 40,mucs.ucs.448000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura UCS III „Port Lotniczy” w Warszawie,Delegatura UCS III „Port Lotniczy”,00-906,Warszawa,,Żwirki i Wigury,1,+48 22 650 34 30,+48 22 650 34 18,sekretariat.443000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny Osobowy w Warszawie,Oddział Celny Osobowy,00-906,Warszawa,,Żwirki i Wigury,1,,+48 22 650 22 13,sekretariat.443010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny Towarowy I w Warszawie,Oddział Celny Towarowy I,02-158,Warszawa,,Wirażowa,35,,,sekretariat.443020@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny Port Lotniczy Warszawa-Modlin,Oddział Celny Port Lotniczy Warszawa-Modlin,05-102,Nowy Dwór Mazowiecki,,Gen. Wiktora Thommee,1A,,,OC.443050@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny I Pocztowy w Warszawie,Oddział Celny I Pocztowy,00-900,Warszawa,,Łączyny,8,+48 22 545 16 00,,sekretariat.ucs.441010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura UCS w Radomiu,Delegatura UCS,26-600,Radom,,Struga,60,,,sekretariat.ucs.444000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny w Radomiu,Oddział Celny,26-600,Radom,,Wrocławska,4,,,sekretariat.oc.444010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny w Grójcu,Oddział Celny,05-600,,Słomczyn,,81,,,sekretariat.oc.444020@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura UCS w Pruszkowie,Delegatura UCS,05-800,Pruszków,,Przejazdowa,25,+48 22 738 52 05,+48 22 738 52 24,sekretariat.ucs.445000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny I w Pruszkowie,Oddział Celny I,05-800,Pruszków,,Przejazdowa,25,,+48 22 728 10 66,kancelaria.oc.445010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny w Płocku,Oddział Celny,09-400,Płock,,Królewiecka,27,,+48 24 262 62 77,kancelaria.oc.445050@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny VI w Warszawie,Oddział Celny VI,03-215,Warszawa,,Jagiellońska,88,,,sekretariat.oc.442020@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura UCS w Siedlcach,Delegatura UCS,08-110,Siedlce,,Brzeska,102,+48 25 640 18 31,+48 25 640 18 43,sekretariat.446000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny w Siedlcach,Oddział Celny,08-110,Siedlce,,Brzeska,185,+48 25 633 52 02,+48 25 632 40 35,sekretariat.446010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura UCS w Ciechanowie,Delegatura UCS,06-400,Ciechanów,,Gostkowska,39A,,+48 23 662 22 05,sekretariat.ucs.447000@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
customs,Oddział Celny w Ciechanowie,Oddział Celny,06-400,Ciechanów,,Gostkowska,39A,+48 23 662 60 90,+48 23 662 22 05,sekretariat.oc.447010@mf.gov.pl,www.mazowieckie.kas.gov.pl/mazowiecki-urzad-celno-skarbowy-w-warszawie
tax,Delegatura Krajowej Informacji Skarbowej w Płocku,Delegatura Krajowej Informacji Skarbowej,09-402,Płock,,1 Maja,10,+48 24 361 62 63,,kis.plock@mf.gov.pl,www.kis.gov.pl
tax,Izba Administracji Skarbowej w Opolu,Izba Administracji Skarbowej,45-331,Opole,,płk. Witolda Pileckiego,2,,+48 77 456 43 13,sekretariat.ias.opole@mf.gov.pl; ias.opole@mf.gov.pl,www.opolskie.kas.gov.pl
tax,Urząd Skarbowy w Brzegu,Urząd Skarbowy,49-305,Brzeg,,Składowa,2,,+48 77 400 52 02,us.brzeg@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-brzegu
tax,Urząd Skarbowy w Głubczycach,Urząd Skarbowy,48-100,Głubczyce,,Fabryczna,2,,+48 77 485 24 37,us.glubczyce@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-glubczycach
tax,Urząd Skarbowy w Kędzierzynie-Koźlu,Urząd Skarbowy,47-224,Kędzierzyn-Koźle,,Piotra Skargi,19,,+48 77 406 17 11,us.kedzierzyn-kozle@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-kedzierzynie-kozlu
tax,Urząd Skarbowy w Kluczborku,Urząd Skarbowy,46-200,Kluczbork,,Sienkiewicza,22A,,+48 77 425 06 01,us.kluczbork@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-kluczborku
tax,Urząd Skarbowy w Namysłowie,Urząd Skarbowy,46-100,Namysłów,,Marii Skłodowskiej-Curie,12,,+48 77 410 20 46,us.namyslow@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-namyslowie
tax,Urząd Skarbowy w Nysie,Urząd Skarbowy,48-300,Nysa,,Bolesława Krzywoustego,23,+48 77 408 08 00,+48 77 408 08 10,us.nysa@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-nysie
tax,Urząd Skarbowy w Oleśnie,Urząd Skarbowy,46-300,Olesno,,Jana Pieloka,21,,+48 34 358 24 59,us.olesno@mf.gov.pl,www.opolskie.kas.gov.pl/urzad-skarbowy-w-olesnie
tax,Pierwszy Urząd Skarbowy w Opolu,Pierwszy Urząd Skarbowy,45-331,Opole,,Tadeusza Rejtana,3B,,+48 77 454 42 46,1us.opole@mf.gov.pl,www.opolskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-opolu
