X,Y,Name,adres,kod,miasto,telefon,email
19.6823234,50.7734799,Nadzór Wodny w Koniecpolu,ul. Chrząstowska 6a ,42-230,Koniecpol,34 355 18 81,nw-koniecpol@wody.gov.pl
20.415305,51.1873113,Nadzór Wodny w Końskich,ul. Partyzantów 1 ,26-200,Końskie,41 252 40 24,nw-konskie@wody.gov.pl
20.5770458,51.618257,Nadzór Wodny w Nowym Mieście nad Pilicą,Pl. O.H. Koźmińskiego 1/2 ,26-420,Nowe Miasto nad Pilicą,,nw-nowemiastonadpilica@wody.gov.pl
19.6832628,51.4087395,Nadzór Wodny w Piotrkowie Trybunalskim,ul. Gabriela Narutowicza 9/13 ,97-300,Piotrków Trybunalski,511 965 162,nw-piotrkowtrybunalski@wody.gov.pl
20.0133039,51.472294,Nadzór Wodny w Smardzewicach,os. Przystopniowe 1 ,97-213,Smardzewice,44 724 50 85,nw-smardzewice@wody.gov.pl
19.9696564,50.8515977,Nadzór Wodny we Włoszczowie,ul. Partyzantów 14 ,29-100,Włoszczowa,,nw-wloszczowa@wody.gov.pl
21.8565334,50.8852487,Nadzór Wodny w Annopolu,ul. Szkolna 6 ,23-235,Annopol,15 861 31 60,nw-annopol@wody.gov.pl
21.2345043,51.157487,Nadzór Wodny w Iłży,Os. Staszica 13 ,27-100,Iłża,48 616 28 77,nw-ilza@wody.gov.pl
21.5486554,51.5857823,Nadzór Wodny w Kozienicach,ul. Kochanowskiego 27 ,26-900,Kozienice,48 614 25 89,nw-kozienice@wody.gov.pl
22.2168954,50.9196497,Nadzór Wodny w Kraśniku,ul. Lubelska 115 ,23-200,Kraśnik,81 825 24 33,nw-krasnik@wody.gov.pl
21.6508511,51.1580017,Nadzór Wodny w Lipsku,ul. Solecka 2 ,27-300,Lipsko,783 255 955,nw-lipsko@wody.gov.pl
21.9783687,51.1397292,Nadzór Wodny w Opolu Lubelskim,ul. Przemysłowa 31a ,24-300,Opole Lubelskie,510 867 485,nw-opolelubelskie@wody.gov.pl
21.3783616,50.9437069,Nadzór Wodny w Ostrowcu,ul. Sienkiewicza 57 ,27-400,Ostrowiec Świetokrzyski,41 26 33 683,nw-ostrowiecswietokrzyski@wody.gov.pl
20.6312394,51.358448,Nadzór Wodny w Przysusze,Al. Jana Pawła II 5 ,26-400,Przysucha,48 675 26 02,nw-przysucha@wody.gov.pl
21.9522197,51.4163196,Nadzór Wodny w Puławach,ul. 6 Sierpnia 5a  ,24-100,Puławy,81 470 82 01,nw-pulawy@wody.gov.pl
21.1490813,51.4069903,Nadzór Wodny w Radomiu,ul. Wernera 4a ,26-600,Radom,48 362 61 38,nw-radom@wody.gov.pl
20.865767,51.1179594,Nadzór Wodny w Skarżysku-Kamiennej,Pl. Floriański 1 ,26-110,Skarzysko-Kamienna,41 252 49 06,nw-skarzyskokamienna@wody.gov.pl
21.091796,51.0432368,"Nadzór Wodny w Starachowicach",ul. Kościelna 30 ,27-200,Starachowice,41 274 52 94,nw-starachowice@wody.gov.pl
20.8639196,51.2331202,Nadzór Wodny w Szydłowcu,ul. Targowa 4 ,26-500,Szydłowiec,48 617 03 14,nw-szydlowiec@wody.gov.pl
21.5739405,51.3591385,Nadzór Wodny w Zwoleniu,ul. Sikorskiego 15 ,26-700,Zwoleń,48 676 22 78,nw-zwolen@wody.gov.pl
21.6111498,51.8985271,Nadzór Wodny w Garwolinie,ul. Jana Pawła II 10 ,08-400,Garwolin,87 643 28 96,nw-garwolin@wody.gov.pl
21.2108143,51.9940074,Nadzór Wodny w Górze Kalwarii,ul. Wyszyńskiego 28 ,05-530,Góra Kalwaria,22 727 35 14,nw-gorakalwaria@wody.gov.pl
20.8796235,51.8652127,Nadzór Wodny w Grójcu,ul. Laskowa 8 ,05-600,Grójec,48 664 74 62,nw-grojec@wody.gov.pl
21.5866066,52.1862357,Nadzór Wodny w Mińsku Mazowieckim,ul. Huberta 37 ,05-300,Mińsk Mazowiecki,25 758 59 64,nw-minskmazowiecki@wody.gov.pl
21.0269061,52.0716205,Nadzór Wodny w Piasecznie,ul. Kościuszki 22 ,05-500,Piaseczno,22 756 73 04,nw-piaseczno@wody.gov.pl
20.9881982,52.2986118,Nadzór Wodny w Warszawa,ul. Zarzecze 13b ,03-194,Warszawa,22 587 04 70,nw-warszawa@wody.gov.pl
19.4585845,52.440878,Nadzór Wodny w Gostyninie,ul. Ziejkowa 4a ,09-500,Gostynin,24 235 34 92,nw-gostynin@wody.gov.pl
19.6957763,52.5459267,Nadzór Wodny w Płocku,ul. 1 Maja 7C ,09-402,Płock,24 269 79 95,nw-plock@wody.gov.pl
19.6626505,52.8458771,Nadzór Wodny w Sierpcu,ul. Fredry 10 ,09-200,Sierpc,24 275 23 02,nw-sierpc@wody.gov.pl
19.1339632,52.6528669,Nadzór Wodny we Włocławku,ul. Płocka 171 ,87-800,Włocławek,54 233 93 95,nw-wloclawek@wody.gov.pl
20.1908918,52.3910009,Nadzór Wodny w Wyszogrodzie,ul. Rębowska 60 ,09-450,Wyszogród,24 362 03 10,nw-wyszogrod@wody.gov.pl
19.3566557,51.6638909,Nadzór Wodny w Pabianice,ul. Zamkowa 6 ,95-200,Pabianice,+48 573 901 682,nw-pabianice@wody.gov.pl
18.9918897,51.1469719,Nadzór Wodny w Pajęcznie,ul. Kościuszki 99 ,98-300,Pajęczno,+48 (34) 311 11 43,nw-pajeczno@wody.gov.pl
18.959498,51.8850647,Nadzór Wodny w Poddębicach,ul. Targowa 10 ,99-200,Poddębice,+48 573 901 696,nw-poddebice@wody.gov.pl
19.4388395,51.07288,Nadzór Wodny w Radomsku,ul. Reymonta 62 ,97-500,Radomsko,+48 573 901 681,nw-radomsko@wody.gov.pl
18.7180868,51.5728394,"Nadzór Wodny w Sieradzu",ul. Warneńczyka 1 ,98-200,Sieradz,+48 573 901 695,nw-sieradz@wody.gov.pl
18.5836698,51.2276412,Nadzór Wodny w Wieluniu,ul. Fabryczna 4 ,98-300,Wieluń,+48 573 901 697,nw-wielun@wody.gov.pl
19.4238184,50.4820754,Nadzór Wodny w Zawierciu,ul. 3 Maja 33 ,42-400,Zawiercie,+48 573 901 698,nw-zawiercie@wody.gov.p
18.9445762,51.5971626,Nadzór Wodny w Zduńskiej Woli,ul. Łaska 61a ,98-220,Zduńska Wola,+48 573 901 684,nw-zdunskawola@wody.gov.pl
