amenity,capacity,email,name,official_name,opening_hours,operator,operator:type,operator:website,phone,website,wheelchair
childcare,12,zlobek@wielka-wies.pl,Samorządowy Klub Dziecięcy w Wielkiej Wsi,Samorządowy Klub Dziecięcy w Wielkiej Wsi,Mo-Fr 7:00-16:30,Gmina Wielka Wieś,public,www.wielkawies.pl,+48 124 445 653,https://www.zlobekmodlniczka.pl,yes
kindergarten,30,biuro@fairplay-bronowicka.pl,Niepubliczny żłobek sportowo-językowy fair-play,NIEPUBLICZNY ŻŁOBEK SPORTOWO-JĘZYKOWY FAIR-PLAY,Mo-Fr 07:00-18:00,Fair play anna stryczek,private,www.przedszkolefairplay.info.pl,+48 797 125 739,https://www.przedszkolefairplay.info.pl,no
kindergarten,45,biuro@fairplay-wieliczka.pl,Niepubliczny Żłobek Sportowo - Językowy Fair Play,Niepubliczny Żłobek Sportowo - Językowy Fair Play,Mo-Fr 7:00-18:00,Firma Handlowo Usługowa Bastex Sebastian Manijak,private,www.przedszkolefairplay.pl,+48 570 100 237,https://przedszkolefairplay.info.pl/placowka/wieliczka-powstania-styczniowego-2/,yes
kindergarten,17,tuptusietorun@gmail.com,TUPTUSIE - Żłobek bez barier,TUPTUSIE - Żłobek bez barier,Mo-Fr 6:30-16:30,Specjalistyczny Gabinet Lekarski Mariusz Łojko,,www.zdrowarodzinatorun.pl,+48 570 107 247,https://www.zdrowarodzinatorun.pl,yes
kindergarten,20,zlobekdidus@gmail.com,Niepubliczny Żłobek Diduś,Niepubliczny Żłobek Diduś,Mo-Fr 06:30-16:00,GLAMOUR Justyna Bajor,private,,+48 662 283 310,https://,no
kindergarten,34,przedszkolenaukiisztuki@interia.pl,Żłobek 123 Nauki i Sztuki,Żłobek 123 Nauki i Sztuki,Mo-Fr 7:00-17:30,Jagoda Ważna SUPERIA,,,+48 504 111 224,https://,yes
childcare,25,przygodynacedrowej@gmail.com,Krasnale Brochowskie,Krasnale Brochowskie,,PWO Marzena Chrzanowska,,,+48 695 780 077,https://,no
kindergarten,40,kontakt@jedyneczka.elblag.pl,Niepubliczny Żłobek Mini Jedyneczka Aleksandra Rogowska,Niepubliczny Żłobek Mini Jedyneczka Aleksandra Rogowska,Mo-Fr 6:30-16:30,Niepubliczny Żłobek Mini Jedyneczka Aleksandra Rogowska,private,,+48 606 253 109,https://www.jedyneczka.elblag.pl,yes
kindergarten,16,dyrektor@kubusiowyzakatek.pl,Gminny Żłobek Kubusiowy Zakątek,"Gminny Żłobek ""Kubusiowy Zakątek""",Mo-Fr 07:00-17:00,Gmina łowicz,public,,+48 468 376 305,https://,yes
kindergarten,46,cwojdareklama@wp.pl,Niepubliczny żłobek Nibylandia,Niepubliczny żłobek Nibylandia,Mo-Fr 7:00-17:00,Nibylandia Agnieszka Cwojdzińska,private,www.nibylandia.gorzow.pl,+48 691 724 551,https://www.nibylandia.gorzow.pl,no
childcare,25,klubdzieciecy@repki.pl,"Klub Dziecięcy ,,Miś Uszatek","Klub Dziecięcy ,,Miś Uszatek""",,Gmina Repki,public,,+48 257 875 180,https://,yes
kindergarten,20,biuro@nostress.edu.pl,Niepubliczny Żłobek Językowo-Sportowy No Stress,Niepubliczny Żłobek Językowo-Sportowy No Stress,Mo-Fr 07:00-18:00,"NO STRESS s.c. Paweł Kusek, Paweł Ucherski, Piotr Szopa",private,https://nostress.edu.pl/,+48 696 771 185,https://nostress.edu.pl/,yes
kindergarten,35,sekretariat@centrum-happy.pl,Żłobek HAPPY II,Żłobek HAPPY II,Mo-Fr 6:30-17:30,Podlaska Akademia Kompetencji Sp.z.o.o.,,,+48 720 820 678,https://www.centrum-happy.pl,yes
kindergarten,30,radosnydomek.wroc@gmail.com,Niepubliczny Żłobek Radosny Domek,Niepubliczny Żłobek Radosny Domek,Mo-Fr 07:00-17:00,Stowarzyszenie Drzwi Życia,private,,+48 606 576 593,https://,no
childcare,20,mentor.edu@wp.pl,Bajkowy Klub Malucha,Bajkowy Klub Malucha,Mo-Fr 06:00-16:00,MENTOR Usługi edukacyjno-konsultingowo-doradcze Piotr Kołodziejski,,www.mentoredu.pl,+48 605 870 858,https://www.mentoredu.pl,yes
childcare,15,kielczow@magicznapolanka.pl,Klub Malucha  Magiczna Polanka,"Klub Malucha "" Magiczna Polanka """,Mo-Fr 07:00-17:00,Firma Usługowo- Handlowa Agnieszka Zając,,,+48 533 755 750,https://www.magicznapolanka.pl,no
childcare,24,szkrabek@pietrowicewielkie.com.pl,Klub Malucha Szkrabek w Cyprzanowie,"Klub Malucha ""Szkrabek"" w Cyprzanowie",Mo-Fr 6:30-16:00,Gmina Pietrowice Wielkie,public,www.pietrowicewielkie.com.pl,+48 515 275 646,https://,no
kindergarten,15,przedszkolakimuzyczne@gmail.com,Music Garden Agata Tkaczow,Music Garden Agata Tkaczow,Mo-Fr 06:30-17:00,Music garden agata tkaczow,,www.przedszkolemuzyczne.edu.pl,+48 518 239 319,https://przedszkolemuzyczne.edu.pl,no
childcare,19,ANETKU0206@GMAIL.COM,Prywatny klub malucha zielona żabka ii,"PRYWATNY KLUB MALUCHA ""ZIELONA ŻABKA"" II",Mo-Fr 6:45-15:45,Paszkowska aneta prywatny klub malucha zielona żabka,private,,+48 605 692 235,https://,yes
kindergarten,19,biuro@my-way.edu.pl,Niepubliczny Żłobek Nr 7 My Way,"Niepubliczny Żłobek Nr 7 ""My Way""",Mo-Fr 7:00-17:30,Centrum Rozwoju i Edukacji Sp. z o.o.,private,,+48 722 221 138,https://,no
childcare,14,bezpiecznymaluchzabki@gmail.com,Bezpieczny Maluch,Bezpieczny Maluch,Mo-Fr 7:00-17:00,Biznes Partner Ewelina Mazurek-Janiszewska,,,+48 518 859 799,https://,no
kindergarten,53,uciocipoli@interia.pl,Żłobek Niepubliczny U Cioci POLI,Żłobek Niepubliczny U Cioci POLI,Mo-Fr 6:30-18:00,Firma Handlowo Usługowa POLA Agnieszka Lewandowska,private,,+48 516 736 392,https://uciocipoli.pl,yes
kindergarten,26,biuro@klubbobik.pl,BOBIK Żłobek,BOBIK Żłobek,Mo-Fr 06:30-17:00,BOBIK Spółka z ograniczoną odpowiedzialnością,,https://przedszkole-miedzyrzecze.pl/,+48 504 295 296,https://przedszkole-miedzyrzecze.pl/,no
childcare,16,klub-malucha@domaniewice.pl,Gminny Klub Malucha w Domaniewicach,Gminny Klub Malucha w Domaniewicach,Mo-Fr 7:00-15:00,Gmina Domaniewice,public,,+48 505 481 527,https://www.klub-malucha.pl,no
kindergarten,20,zlobek@happydays-starebielice.pl,Żłobek Happy Days - Szczęśliwe Dni,"Żłobek ""Happy Days - Szczęśliwe Dni""",Mo-Fr 6:30-17:30,Fundacja Happy Days- Szczęśliwe Dni,,,+48 608 319 882,https://,no
kindergarten,25,efekthomebielsko@gmail.com,Żłobek Misioland w Jaworzu,Żłobek Misioland w Jaworzu,Mo-Fr 07:00-17:00,EfektHome Sabina Winter,,http://misioland-jaworze.pl/,+48 732 702 781,https://www.misioland-jaworze.pl,no
kindergarten,72,dyrektor.zlobek@miekinia.pl,Żłobek Publiczny w Miękini,Żłobek Publiczny w Miękini,Mo-Fr 06:30-17:00,Gmina Miękinia,public,,+48 510 783 806,https://,no
kindergarten,20,biuro@stacjaedukacja.com.pl,Żłobek STACJA EDUKACJA,Żłobek STACJA EDUKACJA,Mo-Fr 07:00-18:00,Pracownia Psychologiczno- Pedagogiczna Pogodna Justyna Czarnecka- Matusiak,,,+48 535 227 762,https://www.stacjaedukacja.com.pl,yes
kindergarten,24,zlobekbabelki1@gmail.com,Żłobek Bąbelki,Żłobek Bąbelki,Mo-Fr 7:00-17:00,Żłobek Bąbelki Katarzyna Zwierzchowska,,zlobekbabelki.pl,+48 739 975 913,https://zlobekbabelki.pl,no
kindergarten,51,michalina.1994.fulara@gmail.com,Żłobek MUMINKI,Żłobek MUMINKI,Mo-Fr 6:30-17:00,Centrum Edukacji PROFESJA Michalina Fulara,,,+48 511 707 567,https://,no
kindergarten,15,dzieciecydworek@gmail.com,Niepubliczny Żłobek Dziecięcy Dworek,"Niepubliczny Żłobek ""Dziecięcy Dworek""",Mo-Fr 06:30-17:00,Adam Szyporta Niepubliczne Przedszkole i Żłobek Dziecięcy Dworek,private,www.dzieciecydworek.pl,+48 531 716 266,https://www.dzieciecydworek.pl,yes
kindergarten,58,balonikklubmalucha@gmail.com,Żłobek Tęczowa Dolina,Żłobek Tęczowa Dolina,Mo-Fr 07:00-17:30,Sm sp. z o.o.,,,+48 796 097 886,https://,no
kindergarten,25,biuro@maluszkowo.com.pl,Żłobek Maluszkowo VII,Żłobek Maluszkowo VII,Mo-Fr 06:30-17:30,A2Anna Lubaś,,www.maluszkowo.com.pl,+48 515 055 060,https://www.maluszkowo.com.pl,yes
kindergarten,34,biuro@maluszkowo.com.pl,Żłobek Maluszkowo,Żłobek Maluszkowo,Mo-Fr 06:30-17:30,W2 Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa,,www.maluszkowo.com.pl,+48 512 855 155,https://www.maluszkowo.com.pl,yes
kindergarten,16,fundacjamaliwojownicy@gmail.com,Żłobek Wesołe Słoneczka,Żłobek Wesołe Słoneczka,Mo-Fr 6:30-17:00,Fundacja Mali Wojownicy,private,www.maliwojownicy.org,+48 729 916 232,https://www.maliwojownicy.org,yes
childcare,16,przedszkole.marzenakossakowska@gmail.com,Przedszkole Niepubliczne Klub Malucha Marzena Kossakowska - Korzeb,Przedszkole Niepubliczne Klub Malucha Marzena Kossakowska - Korzeb,Mo-Fr 7:00-16:30,Przedszkole niepubliczne szczęśliwe aniołki marzena kossakowska - korzeb,private,,+48 502 093 739,https://,yes
kindergarten,17,wmarta91@gmail.com,World School,World School,Mo-Fr 07:30-17:30,World School sp zoo,,Obornicka 124,+48 515 269 789,https://www.world-school.pl,yes
kindergarten,32,zlobek.monki@um-monki.pl,Żłobek Słoneczny Zakątek w Mońkach,"Żłobek ""Słoneczny Zakątek"" w Mońkach",Mo-Fr 7:00-17:00,Gmina Mońki,public,www.um-monki.pl,+48 798 658 513,https://,no
kindergarten,38,biuro@zyrafy.com.pl,Żłobek Żyrafy Bis,Żłobek Żyrafy Bis,Mo-Fr 7:00-17:00,"Izabela Tokarska, Marta Tokarska s.c.",,,+48 516 166 451,https://www.zyrafy.com.pl,no
kindergarten,38,biuro@zyrafy.com.pl,Żłobek Żyrafy Bis,Żłobek Żyrafy Bis,Mo-Fr 06:50-17:00,Fundacja Innowacji Społecznych Fishka,,www.zyrafy.com.pl,+48 516 166 451,https://www.zyrafy.com.pl,no
kindergarten,17,misiaczeksamsonowicza@gmail.com,Niepubliczny Żłobek MISIACZKI,"Niepubliczny Żłobek ""MISIACZKI""",Mo-Fr 07:00-17:00,Przedszkole niepubliczne misiaczek iwona duda,private,www.przedszkole-misiaczek.pl,+48 725 706 700,https://www.przedszkole-misiaczek.pl,no
childcare,14,przedszkole-godzianow@o2.pl,Urząd Gminy Godzianów (skierniewicki),Urząd Gminy Godzianów (skierniewicki),Mo-Fr 7:00-17:00,Urząd Gminy Godzianów (skierniewicki),public,,+48 468 311 157,https://,yes
kindergarten,24,annazdebskasroka@gmail.com,Niepubliczny żłobek bajkowa kraina anna zdebska-sroka,"NIEPUBLICZNY ŻŁOBEK ""BAJKOWA KRAINA"" ANNA ZDEBSKA-SROKA",Mo-Fr 06:30-17:30,Niepubliczny żłobek bajkowa krainaanna zdebska-sroka,private,,+48 697 739 561,https://,yes
childcare,15,jagniatkow@jagniatkow.org.pl,Klub Malucha Wleń,"Klub Malucha ""Wleń""",Mo-Fr 7:00-16:15,Fundacja Jagniątków,,htttp://www.jagniatkow.org.pl7 5,+48 756 460 222,https://www.jagniatkow.pl,yes
kindergarten,31,biuro@happykids-jarocin.pl,Żłobek happy-kids,ŻŁOBEK HAPPY-KIDS,Mo-Fr 06:30-17:00,Żłobek i przedszkole happy-kids sp. z o.o.,,www.happykids-jarocin.pl,+48 783 888 230,https://www.happykids-jarocin.pl,yes
kindergarten,32,kontakt@przedszkolezielonapolana.pl,Niepubliczny Żłobek Zielona Polana,Niepubliczny Żłobek Zielona Polana,Mo-Fr 07:15-17:00,Dobra Edukacja Sp.z o.o.,private,https://przedszkolezielonapolana.pl,+48 507 028 666,https://przedszkolezielonapolana.pl,no
kindergarten,72,zlobek.labadek@gmail.com,Żłobek Łabądek w Kępnie,Żłobek Łabądek w Kępnie,Mo-Fr 6:30-16:30,Gmina Kępno,public,kepno.pl,+48 503 379 411,https://labadek.stronyzklasa.pl/,yes
kindergarten,30,amicusmed@yahoo.pl,Formuła 1 - żłobek dla najlepszych,Formuła 1 - żłobek dla najlepszych,Mo-Fr 07:00-17:00,Amicus-Med R.W. Szymańscy Sp.J.,,,+48 721 036 448,https://,no
kindergarten,30,sekretariat@pingu-edu.pl,PINGU Dwujęzyczny Żłobek Sportowy,PINGU Dwujęzyczny Żłobek Sportowy,Mo-Fr 06:00-17:00,Edu-Kompas Olga Konarzewska,,pingu-edu.pl,+48 502 453 073,https://pingu-edu.pl/zlobek,yes
kindergarten,30,akademiamyszkimiki@gmail.com,Żłobek AKADEMIA MYSZKI MIKI,Żłobek AKADEMIA MYSZKI MIKI,Mo-Fr 6:30-16:30,Akademia edukacji i rozwoju sp. z o.o.,,,+48 519 141 825,https://,yes
kindergarten,25,klubmaleraczki@gmail.com,Klub Malucha Małe Rączki,Klub Malucha Małe Rączki,Mo-Fr 6:30-17:30,Klub Malucha Małe Rączki Olga Olender,,www.klubmaluchamaleraczki.pl,+48 512 783 215,https://www.klubmaluchamaleraczki.pl,no
kindergarten,25,kontakt@hsprekursor.pl,Niepubliczny Żłobek Mały Artysta,"Niepubliczny Żłobek ""Mały Artysta""",Mo-Fr 6:30-16:30,Spółdzielnia Socjalna HS Prekursor,private,,+48 503 303 800,https://,yes
kindergarten,22,ola.karlik@wp.pl,Żłobek Zagłębiaczek 1,Żłobek Zagłębiaczek 1,Mo-Fr 06:30-16:30,Aleksandra Karlik logopedia,,,+48 504 998 210,https://www.zlobek-zaglebiaczek.pl,yes
kindergarten,14,zlobek@babyocean.pl,Baby ocean żłobek językowy bis,BABY OCEAN ŻŁOBEK JĘZYKOWY BIS,Mo-Fr 07:30-17:30,BABY OCEAN s.c. Małgorzata Szapiel Izabela Michalska,,www.babyocean.pl,+48 505 996 883,https://www.babyocean.pl,no
kindergarten,30,klub.misjoga@gmail.com,Miś Joga Anna Purwin,Miś Joga Anna Purwin,Mo-Fr 07:30-17:30,Anna Purwin,,www.misjoga.pl,+48 790 806 704,https://www.misjoga.pl,no
kindergarten,20,pasteloveprzedszkole@gmail.com,Niepubliczny Żłobek PASTELOVE,Niepubliczny Żłobek PASTELOVE,Mo-Fr 7:00-17:30,Usługi Edukacyjne Aleksandra Żurawińska,private,,+48 693 701 110,https://,yes
kindergarten,15,ballilizlobek@gmail.com,Niepubliczny Żłobek Ballili,Niepubliczny Żłobek Ballili,Mo-Fr 06:30-17:30,Marta Piegońska BALLILI,private,,+48 531 485 747,https://zlobkiballili.pl/,no
kindergarten,64,akademiadziecka2@gmail.com,Żłobek akademia myszki miki,ŻŁOBEK AKADEMIA MYSZKI MIKI,Mo-Fr 06:30-16:30,Akademia dziecka 2 sp z o.o,,,+48 662 370 830,https://,no
kindergarten,24,sloneczko.suwalki@onet.pl,Żłobek Niepubliczny Słoneczko w Suwałkach,Żłobek Niepubliczny Słoneczko w Suwałkach,Mo-Fr 06:30-16:30,Luiza Kundzicz,private,www.przedszkole.suwalki.pl,+48 516 783 319,https://www.przedszkole.suwalki.pl,no
kindergarten,34,pluszowymis@przedszkola.net.pl,Żłobek   Pluszowy Miś,"Żłobek   ""Pluszowy Miś""",Mo-Sa 06:30-17:30,"Niepubliczne Przedszkole Integracyjne Pluszowy Miś s.c. Grażyna Kaliszewska, Anna Marchewka",,pluszowymis.pl,+48 606 484 373,https://pluszowymis.pl,yes
childcare,5,ZLOTOWSKA@EDUCANDI.PL,Klub malucha educandi,KLUB MALUCHA EDUCANDI,Mo-Fr 07:00-17:00,Elżbieta rosińska,,WWW.EDUCANDI.PL,+48 793 407 333,https://WWW.EDUCANDI.PL,no
kindergarten,46,szczesliwymaluch@op.pl,Żłobek Szczęśliwych Maluchów Anna Głogowska-Maj,Żłobek Szczęśliwych Maluchów Anna Głogowska-Maj,Mo-Fr 07:00-17:00,Anna Głogowska-Maj Żłobek Szczęśliwych Maluchów,,www.szczesliwymaluch.pl,+48 506 729 261,https://www.szczesliwymaluch.pl,yes
kindergarten,50,biuro@przedszkole.olesnica.pl,Żłobek U Kubusia Puchatka,"Żłobek ""U Kubusia Puchatka""",Mo-Fr 7:00-17:00,Euro Trend Sylwia Sendek,,www.przedszkole.olesnica.pl,+48 720 880 833,https://www.przedszkole.olesnica.pl,no
kindergarten,52,zlobek@zlobekbielsko.pl,Żłobek Miejski,Żłobek Miejski,Mo-Fr 6:30-16:30,Gmina Bielsko-Biała,public,www.um.bielsko.pl,+48 334 432 335,https://zlobekbielsko.pl/,yes
kindergarten,12,sekretariat@lniano.pl,Żłobek Bajkowa Kraina,"Żłobek ""Bajkowa Kraina""",,Gmina Lniano,public,,+48 523 323 002,https://,no
childcare,30,bajkolandia.czyzowice@gmail.com,Klub Dziecięcy  Bajkolandia  Gorzyce-Osiny,Klub Dziecięcy  Bajkolandia  Gorzyce-Osiny,Mo-Fr 6:00-16:00,Sylwia Milcuszek,,,+48 723 167 202,https://,no
kindergarten,40,biuro@fairplay-poznan.pl,Niepubliczny żłobek sportowo-językowy FAIR PLAY,Niepubliczny żłobek sportowo-językowy FAIR PLAY,Mo-Fr 07:00-18:00,Fair Play Poznań Spółka Cywilna,private,,+48 799 989 090,https://przedszkolefairplay.info.pl/,no
kindergarten,10,NS@SUNNYBUDDIES.PL,Sunny buddies dwujęzyczy żłobek niepubliczny,SUNNY BUDDIES DWUJĘZYCZY ŻŁOBEK NIEPUBLICZNY,Mo-Fr 7:00-17:00,Sunny kb spółka z ograniczoną odpowiedzialnością,private,WWW.SUNNYBUDDIES.PL,+48 794 250 750,https://WWW.SUNNYBUDDIES.PL,yes
kindergarten,50,maly.mis.biuro@gmail.com,Żłobek Mały Miś,Żłobek Mały Miś,Mo-Fr 06:45-17:00,Mały Miś Przedszkole Klub Malucha Krystyna Turek,,,+48 796 140 773,https://,yes
kindergarten,8,mkrajewska1@poczta.onet.pl,MARZENIE Marzena Krajewska,"""MARZENIE"" Marzena Krajewska",,MARZENIE Marzena Krajewska,,,+48 693 866 224,https://,yes
kindergarten,45,biuro@zielonawyspa.edu.pl,Niepubliczny Żłobek Zielona Wyspa II,Niepubliczny Żłobek Zielona Wyspa II,Mo-Fr 7:00-17:00,Jolanta Muszyńska,private,www.zielonawyspa.edu.pl,+48 505 160 113,https://www.zielonawyspa.edu.pl,no
kindergarten,10,sekretariat@magicznyzakatek.com.pl,Żłobek magiczny zakątek,ŻŁOBEK MAGICZNY ZAKĄTEK,Mo-Fr 7:00-17:00,"Niepubliczne Przedszkole Specjlne  Magiczny Zakatek z punktem Wczesnego Wspomagania , GABI-MED Dziecięce Centrum Medyczne Karolina Marchwiak- Walczak",,,+48 698 244 209,https://,yes
kindergarten,66,akademia.odkrywcow@ciechanowiec.pl,Akademia Odkrywców - Żłobek Miejski w Ciechanowcu,Akademia Odkrywców - Żłobek Miejski w Ciechanowcu,Mo-Fr 7:00-17:00,Gmina ciechanowiec,public,www.ciechanowiec.pl,,https://,no
kindergarten,100,lochowo@zakatek-malucha.pl,Zakątek Malucha żłobek anglojęzyczny,Zakątek Malucha żłobek anglojęzyczny,Mo-Fr 6:30-17:00,Zakątek Przedszkolaka Patrycja Klesińska-Mazur,,www.zakatek-malucha.pl,+48 791 509 315,https://www.zakatek-malucha.pl,yes
kindergarten,92,zlobek.zaczek@kpswjg.pl,"Żłobek ,,Żaczek''","Żłobek ,,Żaczek''",Mo-Fr 06:30-16:50,Karkonoska Akademia Nauk Stosowanych,,,+48 756 453 324,https://www.zlobek.kpswjg.pl,yes
kindergarten,64,wesolysmyk@wp.pl,Niepubliczne Przedszkole i Żłobek Wesoły Smyk Sp. z o.o.,"Niepubliczne Przedszkole i Żłobek ""Wesoły Smyk"" Sp. z o.o.",Mo-Fr 06:30-17:30,Niepubliczne Przedszkole i Żłobek Wesoły Smyk Sp. z o.o.,private,wesolysmyk.pl,+48 531 122 022,https://wesolysmyk.pl,no
kindergarten,25,kontakt@zlobek-babyart.pl,Niepubliczny Żłobek BabyArt Kraina Twórczości,Niepubliczny Żłobek BabyArt Kraina Twórczości,Mo-Fr 07:00-17:00,Niepubliczny Żłobek BabyArt Kraina Twórczości Teresa Godek Wioleta Pawlik spółka cywilna,private,www.zlobek-babyart.pl,+48 731 573 701,https://www.zlobek-babyart.pl,no
kindergarten,24,biuro@przedszkolepodwodnakraina.pl,Niepubliczny Żłobek Podwodna Kraina,Niepubliczny Żłobek Podwodna Kraina,Mo-Fr 06:30-17:00,Niepubliczne Przedszkole Podwodna Kraina Iwona Potapczuk,private,www.przedszkolepodwodnakraina.pl,+48 501 301 737,https://www.przedszkolepodwodnakraina.pl,no
kindergarten,32,kontakt@akademia-muminkow.pl,Niepubliczny Żłobek Iskierki,Niepubliczny Żłobek Iskierki,Mo-Fr 7:00-17:30,Dominik Czornak Akademia Muminków,private,www.akademia-muminkow.pl,+48 502 925 125,http://zlobekiskierki.pl/,no
kindergarten,12,gimsam@poczta.onet.pl,"Żłobek ,,Wesołe Maluszki przy Zespole Publicznych Placówek Oświatowych w Samborcu","Żłobek ,,Wesołe Maluszki"" przy Zespole Publicznych Placówek Oświatowych w Samborcu",Mo-Fr 7:00-17:00,Gmina Samborzec,public,www.samborzec.pl,+48 789 092 702,https://,yes
kindergarten,20,kontakt@encepence.eu,Niepubliczny Żłobek Ence Pence,Niepubliczny Żłobek Ence Pence,Mo-Fr 06:30-17:00,Pracownia do Rzeczy Krzysztof Rychławski,private,,+48 531 986 902,https://,yes
childcare,20,jolanta.polowczyk@ug.sokoly.wrotapodlasia.pl,Urząd Gminy Sokoły (wysokomazowiecki),Urząd Gminy Sokoły (wysokomazowiecki),Mo-Fr 07:00-17:00,Gmina Sokoły,public,www.sokoly.pl,+48 864 763 010,https://,no
kindergarten,39,zlobekminimini@interia.pl,ŻŁOBEK Mini Mini,ŻŁOBEK Mini Mini,Mo-Fr 6:30-18:00,Akademia Kreatywności Spółka Cywilna Jowita Sobczak & Iwona Wójcik,,,+48 501 354 098,https://,no
kindergarten,39,zlobek2@dzieciraciborz.pl,Żłobek Świat Malucha,Żłobek Świat Malucha,Mo-Fr 07:00-17:00,Raciborskie Centrum Opieki nad Dziećmi Sp. z o.o.,,www.dzieciraciborz.pl,+48 732 544 446,https://,no
kindergarten,30,bosestopki@o2.pl,Żłobek Bose Stópki,Żłobek Bose Stópki,Mo-Fr 7:00-17:00,Justyna Rychert,,Polska,+48 796 648 695,https://www.bosestopkizlobek.pl,no
kindergarten,28,zlobek-zielonyslonik@wp.pl,Żłobek Zielony Słonik Ewelina Rasch,Żłobek Zielony Słonik Ewelina Rasch,,Ewelina Rasch,,,+48 530 322 782,https://,no
kindergarten,24,zlobek2@kwidzyn.eu,Żłobek Miejski nr 2 w Kwidzynie,Żłobek Miejski nr 2 w Kwidzynie,Mo-Fr 6:30-16:30,Miasto Kwidzyn,public,www.kwidzyn.pl,,https://,no
kindergarten,47,biuro.krakow@bombelkowo.edu.pl,Niepubliczny Żłobek Bombelkowo,Niepubliczny Żłobek Bombelkowo,Mo-Fr 7:00-18:00,"Dedekos Spółka Cywilna Anika Belska, Maria Karapetian",private,,+48 698 003 479,https://,yes
kindergarten,50,biedronka@e-csd.pl,Niepubliczny żłobek Biedronka,Niepubliczny żłobek Biedronka,Mo-Fr 06:30-17:00,Centrum Szkoleniowo Doradcze Jacek Daniel,private,e-csd.pl,+48 533 933 289,https://zlobekbiedronka.pl,no
kindergarten,56,zlobekkoteczki@gmail.com,Niepubliczny żłobek koteczki,NIEPUBLICZNY ŻŁOBEK KOTECZKI,Mo-Fr 6:30-17:30,Anna koteczki,private,,+48 797 399 069,https://,no
kindergarten,24,zlobekkocielapki@gmail.com,Żłobek Kocie Łapki,Żłobek Kocie Łapki,Mo-Fr 06:30-17:00,Żłobek Kocie Łapki Małgorzata Kotys,,www.kocielapki.com.pl,+48 665 445 133,https://www.kocielapki.com.pl,no
kindergarten,24,akademiaprzedszkolaka@adres.pl,Akademia Przedszkolaka Niepubliczny żłobek,Akademia Przedszkolaka Niepubliczny żłobek,Mo-Su 07:00-17:00,CENTRUM ROZWOJU DZIECKA Katarzyna Klejman,private,,+48 791 052 761,https://,yes
kindergarten,24,kontakt@orlegniazdko.pl,ORLE GNIAZDKO Agnieszka Janowska,ORLE GNIAZDKO Agnieszka Janowska,Mo-Fr 6:30-17:00,ORLE GNIAZDKO Agnieszka Janowska,,,+48 606 402 507,https://,no
childcare,24,klubdzieciecy@miedzyrzecz.pl,Zespół Klubów Dziecięcych w Międzyrzeczu Klub Dziecięcy Nr 3,Zespół Klubów Dziecięcych w Międzyrzeczu Klub Dziecięcy Nr 3,Mo-Fr 6:30-16:30,Gmina Międzyrzecz,public,www.miedzyrzecz.pl,+48 534 817 000,https://,yes
childcare,25,przygodynaskarbowcow@gmail.com,Krasnale Wrocławskie,Krasnale Wrocławskie,,PWO Marzena Chrzanowska,,,+48 695 780 077,https://,no
kindergarten,24,kontakt.lesnydomek@gmail.com,Żłobek Leśny Domek Aneta Rabiej,Żłobek Leśny Domek Aneta Rabiej,Mo-Fr 7:00-17:00,Aneta Rabiej Żłobek Leśny Domek,,www.lesnydomek.eu,+48 505 820 249,https://www.lesnydomek.eu,no
childcare,38,przedszkoledoremi@wp.pl,Klub dziecięcy Do-Re-Mi,Klub dziecięcy Do-Re-Mi,Mo-Fr 6:30-16:30,Przedszkole Muzyczne Do-Re-Mi,,www.przedszkoledoremi.com.pl,+48 790 270 080,https://www.przedszkoledoremi.com.pl,no
kindergarten,65,dyrekcja@harmonymontessoripark.pl,Harmony Montessori Park II,Harmony Montessori Park II,Mo-Fr 07:30-17:30,Magical Places sp. z o.o.,,,+48 885 884 119,https://www.harmonymontessoripark.pl,yes
kindergarten,30,michalkowo@sorbus.pl,MICHAŁKOWO Żłobek w Michałowie,MICHAŁKOWO Żłobek w Michałowie,Mo-Fr 6:30-16:30,SORBUS Jakub Gryko,,,+48 506 269 663,https://,yes
kindergarten,40,zlobekakademiausmiechu@gmail.com,Prywatny żłobek akademia uśmiechu,PRYWATNY ŻŁOBEK AKADEMIA UŚMIECHU,Mo-Fr 06:30-17:00,Prywatny żłobek akademia uśmiechu,private,,+48 601 305 466,https://,no
kindergarten,50,biuro@przedszkole-aniolek.pl,Żłobek Aniołek w Turce,"Żłobek ""Aniołek"" w Turce",Mo-Fr 6:00-18:00,"Centra Edukacji Aniołek spółka cywilna Barbara Malczak, Anna Skrzypek-Woźniacka",private,www.przedszkole-aniolek.pl/zlobek,+48 502 056 124,https://,yes
kindergarten,100,j.sak@pozytywneinicjatywy.pl,Pozytywny żłobek nr 7 w Gdańsku,Pozytywny żłobek nr 7 w Gdańsku,Mo-Fr 06:30-17:00,Fundacja Pozytywne Inicjatywy,,www.pozytywneinicjatywy.pl,+48 668 530 362,https://zlobki-gdansk.pozytywneinicjatywy.pl/,yes
kindergarten,25,zlobek@zlobekbialasowa.pl,Żłobek Biała Sowa,Żłobek Biała Sowa,Mo-Fr 7:00-17:00,Beata Górecka,,,+48 882 044 891,https://zlobekbialasowa.pl,no
